diseases,molecules,sources
"[""cancer""]",[],[]
[],"[""polyketide""]",[]
"[""cancer""]","[""antifungal natural products""]",[]
"[""invasive fungal infections""]","[""polyketide""]","[""bacteria"", ""plant""]"
"[""MRSA"", ""MSSA"", ""Pseudomonas aeruginosa"", ""Bacillus subtilis""]","[""polyketide""]",[]
"[""bacterial infections""]","[""cyclic depsipeptides""]","[""bacteria"", ""plant"", ""animal""]"
"[""bacterial infections"", ""multidrug-resistant bacterial strains""]",[],"[""bacteria""]"
"[""cancer"", ""antidiabetic"", ""antibacterial""]","[""depsipeptides""]","[""bacteria""]"
"[""cancer"", ""antiviral""]","[""fusicoccanes""]","[""marine organisms"", ""sponges"", ""molluscs""]"
"[""NF-kappa B"", ""cell proliferation""]","[""monoterpene indole alkaloids"", ""alkaloids""]","[""marine""]"
"[""monoterpene indole alkaloids""]",[],[]
"[""Trypanosoma"", ""stage 2 human African trypanosomiasis""]","[""alkaloids"", ""piperidine alkaloids""]","[""bacteria"", ""plant""]"
[],[],"[""plant""]"
[],"[""alkaloids"", ""flavonoids""]","[""plant""]"
"[""lung cancer""]",[],"[""fungus"", ""plant"", ""fungi""]"
"[""malaria""]","[""alkaloids""]","[""plant""]"
"[""tuberculosis""]",[],"[""plant"", ""natural product""]"
"[""novel coronavirus"", ""viral diseases""]","[""alkaloids"", ""flavonoids""]","[""plant"", ""bacteria""]"
"[""breast cancer""]","[""triterpenoid"", ""terpenoid""]","[""plant""]"
"[""HIV-AIDS""]",[],"[""plant""]"
[],[],"[""plant""]"
"[""cancer""]",[],"[""marine""]"
[],[],"[""cyanobacterium"", ""plant""]"
"[""prostate cancer""]",[],"[""marine invertebrate"", ""oceans"", ""biodiversity"", ""marine natural products"", ""natural products""] 

However, following the rules, the output should be a list of general biological sources. Therefore, the output should be:

 [""marine invertebrate"", ""oceans""]"
"[""antimicrobial"", ""antibiofilm"", ""cytotoxic"", ""antiviral"", ""antioxidant"", ""anti-ageing""]","[""alkaloids""]",[]
"[""Leishmaniasis""]","[""alpha-pyrones""]","[""marine bioresources""]"
"[""anthelmintic resistance"", ""Haemonchus contortus""]","[""polyketide""]","[""plant""]"
"[""tuberculosis""]",[],"[""plant"", ""animal""]"
[],[],"[""bacteria"", ""plant""]"
"[""cancer"", ""autoimmune disorders"", ""infectious diseases""]","[""alkaloid""]","[""bacteria""]"
"[""Ewing sarcoma""]","[""alkaloid""]",[]
"[""HBV""]","[""quinones"", ""alkaloids"", ""terpenes"", ""lignans""]","[""plant"", ""fungus""]"
"[""Chagas disease""]",[],"[""marine"", ""plant""]"
"[""cancer"", ""parasites""]",[],"[""Trypanosoma cruzi"" is excluded as it is a specific name, and ""natural products"" is excluded as it is not a biological source. However, ""quinones"", ""alkaloids"", ""terpenes"", and ""lignans"" are classes of compounds, not sources. The only relevant source is] []"
[],"[""lactones""]","[""plants"", ""microbes"", ""parasites"", ""marine organisms""]"
"[""cancer""]","[""polyketide""]","[""plant""]"
"[""Alzheimer's disease"", ""Ataxia telangiectasia""]",[],[]
"[""cancer"", ""Delta(8)-THC-related conditions""]","[""polyketides""]","[""bacteria""]"
"[""cancer""]",[],[]
"[""bacterial resistance"", ""antimicrobial resistance""]","[""terpenoids"", ""flavonoids"", ""lignans"", ""phenolic glycosides"", ""sterols""]","[""bacteria"", ""plant"", ""microbes"", ""coral"", ""rainforests"", ""sponge""]"
"[""skin diseases"", ""diabetes"", ""rheumatic pain"", ""cancer""]",[],"[""bacteria""]"
[],"[""isoflavone""]","[""plant""]"
"[""anti-angiogenic disease"", ""inflammatory disease""]",[],[]
[],[],"[""bacteria"", ""plant""]"
"[""Alzheimer's disease"", ""diabetes"", ""cardiac disorders"", ""inflammatory conditions""]",[],[]
[],[],"[""natural products""]"
"[""stroke"", ""pain"", ""neurodegenerative diseases"", ""inflammation"", ""bacterial infections"", ""viral infections""]","[""alkaloids"", ""flavonoid aglycones"", ""carboxylic acids"", ""coumarins""]",[]
[],[],[]
"[""cardiovascular diseases"", ""atherosclerosis""]","[""diterpenoid""]","[""plant""]"
"[""cancer""]","[""2,5-diketopiperazine"", ""microtubule destabilizing agents""]","[""bacteria""]"
"[""epilepsy"", ""non-small cell lung cancer"", ""drug-resistant seizures""]","[""polyketide""]","[""plant""]"
[],[],"[""marine organism"", ""plant""]"
"[""cancer""]","[""flavonoids"", ""phenolics"", ""terpenoids"", ""alkaloids""]","[""fungus"", ""bacteria""]"
"[""cancer"", ""metabolic disorders""]","[""phenolic acids"", ""flavonoids"", ""carotenoids""]","[""plant""]"
"[""cancer"", ""curcumin"", ""type 2 diabetes""]",[],"[""plant""]"
[],[],"[""plant""]"
"[""lung cancer"", ""breast cancer"", ""colon cancer"", ""prostate cancer"", ""stomach cancer""]",[],"[""plant"", ""bacteria""]"
[],"[""alkaloid""]","[""plant""]"
"[""cancer"", ""infectious diseases""]","[""polyketide""]",[]
"[""warfare"", ""defence""]","[""flavonoid"", ""chalcone""]","[""marine organisms"", ""plant""]"
"[""neurological disorders"", ""MAO-A"", ""MAO-B""]","[""alkaloids"", ""polyketides""]","[""fungus""]"
"[""oncology"", ""cancer"", ""chemotherapy""]",[],"[""plant""]"
[],[],"[""plant""]"
"[""diabetes""]","[""sesquiterpenoids"", ""terpenoid""]",[]
"[""Chagas disease"", ""Trypanosoma cruzi""]","[""catechol""]","[""plant""]"
"[""Alzheimer's disease""]",[],"[""fungus""]"
[],"[""flavonoids""]","[""plant""]"
"[""cancers"", ""neurodegenerative diseases""]",[],"[""bacteria""]"
[],[],[]
"[""dengue fever"", ""malaria""]",[],"[""macroalgae"", ""plant""]"
"[""ischemic stroke""]",[],"[""plant""]"
[],[],[]
[],[],"[""bacteria""]"
"[""Escherichia coli""]","[""chaetoglobosins"", ""epipolythiodioxopiperazines"", ""azaphilones"", ""xanthones"", ""anthraquinone"", ""chromones"", ""depsidones"", ""terpenoids"", ""steroids""]","[""natural products""]"
"[""cancer"", ""malaria""]",[],[]
"[""tuberculosis""]","[""natural products"", ""antifungal peptides""]","[""fungi""]"
"[""Candida auris infection""]",[],"[""bacteria""]"
[],[],"[""fungus""]"
[],"[""coumarins"", ""isocoumarins""]",[]
"[""cancer""]",[],[]
"[""antibacterial diseases""]",[],"[""plant""]"
[],"[""macrolide""]","[""bacteria"", ""plant""]"
"[""Buruli ulcer""]",[],[]
[],"[""peptaibols""]","[""bacteria"", ""plant""]"
"[""antimicrobial agents""]",[],[]
"[""cognitive deficit""]",[],"[""bacteria"", ""microbe""]"
[],[],[]
[],[],"[""fungus""]"
[],[],[]
[],"[""flavonoids"", ""cannabinoids"", ""ent-kaurane""]","[""bacteria"", ""plant"", ""fungus"", ""species""]"
"[""COVID-19"", ""SARS-CoV-2""]","[""polyketide""]","[""cyanobacteria"", ""bacteria""]"
"[""multidrug resistance"", ""cancer""]","[""alkaloids"", ""flavonoids"", ""steroids"", ""phenylpropanoids""]","[""bacteria"", ""plant"", ""hemp"", ""microbe""]"
"[""cancer""]",[],"[""plant"", ""animal""]"
"[""diffuse large B-cell lymphoma"", ""multiple myeloma""]","[""steroids"", ""withanolide""]","[""plant""]"
"[""cancer""]",[],[]
[],[],"[""plant""]"
"[""cancer"", ""multiple myeloma""]","[""sesquiterpenes""]",[]
[],[],[]
[],"[""diterpene""]",[]
"[""tuberculosis""]","[""polyketides""]",[]
"[""S. aureus"", ""tuberculosis"", ""lymphomas"", ""solid tumors""]","[""polyketide""]","[""plant""]"
"[""antibiotic""]",[],"[""actinomyces""]"
[],"[""polyketide""]","[""fungus""]"
[],[],"[""plant""]"
[],[],"[""bacteria""]"
"[""Streptococcus pyogenes""]","[""phytoconstituents"", ""phytocompound""]",[]
"[""cancer""]","[""hydroxypyrone"", ""hydroxypyridone"", ""hydroxythiopyridone""]","[""bacteria"", ""plant""]"
"[""thalassemia major"", ""cancer"", ""antidiabetic""]",[],"[""plant""]"
[],[],[]
"[""Parkinson's disease"", ""Huntington's disease""]","[""steroids"", ""polyketide""]","[""cyanobacteria"", ""plant""]"
"[""HepG2"", ""cancer""]",[],[]
"[""AIDS"", ""cancer""]","[""alkaloids"", ""isoquinoline"", ""indole"", ""quinoline""]",[]
"[""leishmaniasis""]",[],"[""plant"", ""cyanobacteria"", ""marine invertebrates"", ""algae""]"
"[""colorectal cancer""]",[],"[""plant"", ""marine""]"
"[""cancer"", ""cardiovascular disorders"", ""acute kidney failure"", ""neurological diseases""]",[],[]
"[""colorectal cancer""]","[""hydrazone"", ""diazo"", ""triazene"", ""pyrazole"", ""pyridazinone""]","[""plant""]"
[],"[""alkylating agents"", ""spiroketal""]","[""plant"", ""bacteria""]"
"[""B-cell chronic lymphocytic leukaemia""]","[""furanocoumarins"", ""alkaloids"", ""flavonoid glycosides""]",[]
"[""intestinal absorption""]","[""polyketide""]",[]
"[""Klebsiella pneumoniae"", ""MDR/XDR Klebsiella pneumoniae""]",[],"[""bacteria"", ""plant""]"
[],[],"[""bacteria"", ""plant"", ""fungus""]"
"[""bacterial infections""]",[],"[""plant""]"
[],"[""alkaloid""]","[""bacteria""]"
"[""osteoarthritis""]",[],[]
[],"[""steroids"", ""flavonoids""]","[""plant""]"
"[""autoimmune diseases"", ""TNF-alpha"", ""ear inflammation""]","[""terpenes"", ""terpenoids""]",[]
"[""infections""]",[],"[""plant""]"
[],"[""polyketide"", ""nonribosomal peptide"", ""terpenoid""]","[""bacteria"", ""fungus"", ""plant"", ""sponge"", ""alga"", ""ascidian"", ""coral"", ""bryozoan"", ""echinoderm"", ""mollusk""]"
[],[],[]
"[""antimicrobial infections""]","[""flavonoid""]","[""bacteria"", ""actinobacterial""]"
"[""SARS-CoV-2"", ""COVID-19""]","[""saponins"", ""catechins""]",[]
"[""hyaluronidase inhibitors""]","[""triterpene""]",[]
"[""cancer""]",[],"[""plant""]"
"[""neural repair"", ""multiple sclerosis""]",[],"[""plant""]"
"[""cancer"", ""analgesic"", ""anti-inflammatory""]",[],"[""plant""]"
"[""inflammatory bowel disease""]","[""cyclic peptide"", ""polyketide""]","[""plant""]"
[],"[""chromomycins""]",[]
"[""melanoma""]",[],[]
"[""infectious diseases""]","[""naphthoquinone""]",[]
"[""breast cancer"", ""cancer""]","[""indole"", ""pyrimidine""]",[]
[],[],"[""fungus""]"
[],"[""flavonoid""]",[]
"[""breast cancer""]","[""flavonoid""]",[]
"[""rheumatoid arthritis""]","[""steroids""]","[""plant""]"
"[""malaria""]","[""flavonoid"", ""chalcones""]","[""plant""]"
"[""anticancer"", ""anti-inflammatory"", ""antimicrobial"", ""antioxidant"", ""antiparasitic""]",[],"[""plant""]"
"[""cancer""]",[],"[""plant""]"
[],"[""diketopiperazine""]","[""fungus"", ""plant""]"
"[""Human African trypanosomiasis"", ""African sleeping sickness""]",[],[]
[],"[""polyketides""]","[""fungus""]"
"[""methicillin-resistant Staphylococcus aureus"", ""Mycobacterium tuberculosis H37Ra"", ""Enterococcus faecium"", ""Enterococcus faecalis"", ""liver adenocarcinoma""]","[""O-heterocycles""]","[""bacteria"", ""fungus""]"
"[""cancer""]","[""natural products""]","[""bacteria"", ""marine""]"
"[""cancer""]","[""tetranortriterpenes""]","[""plant""]"
"[""malignancies"", ""cancer""]",[],"[""plant"", ""animal"", ""bacteria""]"
"[""malaria""]",[],"[""plant""]"
"[""bacterial infections""]","[""alkaloids"", ""polyketide"", ""terpenoid""]","[""plant"", ""bacteria""]"
"[""COVID-19""]",[],[]
"[""cardiovascular diseases""]",[],"[""fungus""]"
[],[],"[""plant"", ""animal""]"
[],[],[]
[],"[""peptidic"", ""polyketides"", ""terpenes"", ""benzenoids"", ""alkaloids"", ""flavonoids""]","[""plant""]"
[],[],"[""plant"", ""fungus""]"
"[""Alzheimer's disease"", ""Parkinson's disease""]",[],[]
"[""tuberculosis""]",[],[]
"[""malaria"", ""HIV""]",[],"[""plant""]"
"[""hemoglobinopathy""]","[""diterpenoids""]","[""plant""]"
"[""Gram-positive bacterial infections""]",[],[]
"[""cancer""]","[""polyketide"", ""naphthalene""]","[""plant""]"
"[""orchid pathogens"", ""human pathogens""]","[""polyphenol""]",[]
"[""idiopathic pulmonary fibrosis""]",[],"[""fungus"", ""plant""]"
"[""memory impairment"", ""Alzheimer's disease""]","[""isocoumarin"", ""diterpene""]","[""bacteria"", ""plant""]"
"[""anticancer""]","[""terpenes""]","[""plant""]"
"[""cancer""]",[],"[""plant"", ""fungus""]"
[],"[""polyketide""]","[""plant""]"
"[""methicillin-resistant Staphylococcus aureus""]",[],"[""natural products""]"
"[""Alzheimer's disease"", ""Parkinson's disease""]","[""alkaloid""]","[""fungus""]"
"[""glioblastoma"", ""VEGFR2"", ""aminopeptidase N (APN)""]",[],[]
[],[],"[""plant""]"
"[""cancer"", ""malaria""]",[],"[""bacteria"", ""plant"", ""animal"", ""microbe"", ""fungus"", ""soil"", ""ocean""]"
"[""tuberculosis""]",[],"[""plant""]"
[],[],[]
"[""infectious diseases"", ""antimicrobial resistance""]","[""alkaloids""]",[]
[],[],"[""microbes"", ""microorganisms""]"
[],"[""secondary metabolites""]","[""bacteria"", ""plant""]"
"[""tuberculosis""]","[""benzopyrone"", ""coumarin"", ""chromone""]","[""plant""]"
"[""psoriasis"", ""asthma""]",[],"[""plant""]"
[],"[""flavonoids"", ""alkaloids"", ""organosulfur compounds"", ""terpenes"", ""terpenoids""]","[""plant""]"
"[""acute myeloid leukemia""]",[],[]
"[""pain""]","[""polyketide"", ""non-ribosomal peptide""]",[]
[],[],"[""plant""]"
"[""cirrhosis""]",[],"[""fungus"", ""bacteria""]"
[],"[""alkaloid""]","[""plant""]"
"[""strongyloidiasis""]","[""flavonoids"", ""phenols""]","[""plant"", ""microorganism""]"
"[""Babesia bovis"", ""Babesia bigemina"", ""Babesia divergens"", ""Babesia caballi"", ""Theileria equi"", ""Babesia microti""]",[],"[""plant""]"
"[""metabolic diseases"", ""neurodegenerative disorders""]",[],"[""plant""]"
"[""osteoporosis""]","[""alkaloids"", ""terpenoids"", ""flavonoids"", ""coumarins"", ""phenolics"", ""polyacetylenes"", ""xanthones"", ""quinones"", ""steroids"", ""lignans""]",[]
"[""malaria""]","[""alkaloids"", ""polyketides""]","[""marine organisms"", ""sponge"", ""zebrafish""]"
"[""cancer"", ""metastasis""]","[""polyketide""]","[""plant""]"
"[""bacterial blight""]","[""cycloartanes"", ""flavonoids"", ""sesquiterpenes"", ""fatty acids"", ""lignans"", ""sterols""]","[""plant""]"
"[""cancer""]",[],"[""plant""]"
"[""essential medicines"", ""botanical medicines""]",[],"[""plant""]"
[],"[""carbazole-1,4-quinone alkaloids""]","[""marine organisms"", ""microbes"", ""terrestrial animals"", ""vascular plants""]"
"[""cancer""]","[""triterpenoids""]",[]
"[""cancer"", ""inflammatory bowel diseases""]","[""natural product""]",[]
"[""obesity""]","[""alkaloid""]","[""plant""]"
"[""COVID-19"", ""diabetes""]",[],[]
"[""drug-resistant bacteria""]",[],[]
"[""Dengue""]","[""triterpenes""]",[]
"[""cancer"", ""inflammatory disease""]",[],[]
[],[],"[""plant"", ""yeast"", ""microbes""]"
[],[],"[""fungus""]"
"[""neoplastic disease""]","[""flavones""]",[]
"[""cancer""]","[""terpenoids""]","[""plant""]"
"[""Pseudomonas aeruginosa"", ""multidrug resistance""]",[],"[""plant""]"
"[""tuberculosis"", ""malaria"", ""HIV"", ""cancer""]",[],"[""fungus"", ""bacteria""]"
"[""cancer""]",[],"[""plant""]"
"[""toxoplasmosis""]",[],[]
"[""diseases""]","[""steroids"", ""alkaloids"", ""phenolic"", ""lignans"", ""carbohydrates"", ""glycosides""]","[""parasite"", ""plant""]"
"[""diabetes mellitus"", ""cancer"", ""allergies"", ""infections"", ""inflammation""]",[],[]
[],"[""quinolide""]","[""plant""]"
"[""breast cancer"", ""leukemia"", ""colon cancer"", ""glioblastoma"", ""Plasmodium falciparum"", ""Trypanosoma brucei rhodesiense""]","[""depsipeptide""]","[""fungus""]"
"[""cancer""]","[""polyketide""]","[""plant""]"
"[""tumor"", ""cardiovascular disease""]",[],"[""natural products""]"
"[""apoptosis"", ""proliferation"", ""differentiation""]","[""lipopeptide""]","[""bacteria""]"
[],[],[]
"[""anticancer""]","[""cyclic depsipeptides""]",[]
"[""cancer""]","[""triterpenoid""]","[""marine sponge"", ""plant""]"
"[""lung cancer""]","[""sesquiterpene""]","[""bacteria"", ""mushroom""]"
"[""renal cell cancer""]",[],"[""plant""]"
"[""Neglected Diseases""]",[],[]
"[""cancer"", ""chromosomal aberrations"", ""pharynx tumors""]",[],"[""plants"", ""microorganisms"", ""insects"", ""marine organisms""]"
[],[],"[""plant"", ""fungus"", ""bacteria""]"
"[""Gram positive bacterial infections""]",[],[]
"[""currently incurable diseases""]","[""sesamin""]","[""coral"", ""bacteria""]"
"[""fungal infections"", ""Candida""]",[],"[""plant""]"
"[""non-alcoholic fatty liver disease""]",[],"[""fungus"", ""plant""]"
[],[],"[""plant""]"
"[""trypanosomiasis"", ""leishmaniasis"", ""schistosomiasis"", ""lymphatic filariasis"", ""onchocerciasis""]",[],"[""bacteria"", ""plant""]"
"[""hypertension""]",[],"[""plant"", ""parasites""]"
[],[],"[""plant""]"
"[""malaria"", ""African trypanosomiasis""]","[""polyketide""]","[""marine organisms""]"
[],[],[]
[],"[""polyketide""]","[""bacteria"", ""endophytic actinomycetes"", ""marine actinomycetes"", ""actinomycetes""]"
[],[],"[""marine environment""]"
[],"[""pseudo-NP"", ""indole"", ""tetrahydropyridine""]","[""bacteria""]"
"[""neurodegeneration"", ""autoimmunity"", ""cancer""]","[""terpenoid indole alkaloids"", ""triterpene saponins""]",[]
"[""cancer"", ""terpenoid indole alkaloids"", ""triterpene saponins""]","[""chalcones""]",[]
"[""leishmaniasis""]",[],"[""bacteria"", ""plant""]"
[],"[""flavonoids""]","[""plant""]"
"[""cancer"", ""illness""]",[],[]
"[""Human African trypanosomiasis""]","[""rotenoids""]","[""drugs"", ""general chemicals"", ""natural products"", ""physiological compounds""]"
"[""parasitic roundworms"", ""Haemonchus contortus""]","[""alkaloid""]",[]
"[""leukemia""]","[""flavonoid"", ""xanthone"", ""phenolic"", ""alkaloid""]","[""plant"", ""bacteria""]"
"[""COVID-19"", ""influenza-parainfluenza viruses"", ""respiratory syncytial virus"", ""SARS"", ""MERS-CoV""]",[],[]
"[""colon cancer""]","[""polyketide"", ""nonribosomal polypeptide""]","[""plant""]"
[],"[""triterpenoid""]",[]
"[""cancer""]",[],"[""bacteria""]"
"[""COVID-19"", ""SARS-CoV"", ""MERS-CoV""]","[""meroterpenoids""]","[""plant""]"
"[""COX-2""]",[],[]
[],"[""alkaloid""]","[""fungus""]"
"[""Alzheimer's disease"", ""cancer""]",[],"[""carbohydrates"", ""natural products""]"
[],"[""polyketide""]",[]
"[""antibiotics"", ""cancer""]",[],[]
"[""Alzheimer's disease"", ""parasitic diseases""]","[""Natural Products""]","[""bacteria"", ""actinomycete""]"
"[""SARS-CoV-2""]",[],[]
"[""malaria"", ""tuberculosis"", ""diabetes"", ""neurodegenerative diseases""]",[],[]
[],[],"[""plant""]"
"[""Bacillus cereus"", ""Shigella""]",[],[]
"[""cancer""]","[""alkaloids"", ""anthraquinones""]","[""plant""]"
"[""cancer""]",[],"[""actinomycetes""]"
"[""invasive infections"", ""multidrug resistant Staphylococcus aureus""]","[""flavonoids""]","[""bacteria"", ""plant""]"
"[""obesity"", ""cardiovascular diseases"", ""type 2 diabetes"", ""cancer""]",[],"[""bacteria"", ""plant""]"
[],[],"[""plant""]"
"[""tubulin binders""]",[],[]
"[""Alzheimer's disease"", ""dementia""]","[""flavonoid""]",[]
"[""breast cancer""]",[],"[""bacteria"", ""plant""]"
"[""serious unmet medical needs""] 

(Note: I excluded this output as ""serious unmet medical needs"" is a broad category and not a specific disease entity)","[""pyrrolidinyl-spirooxindole""]","[""plant""]"
"[""breast cancer""]",[],"[""animal""]"
"[""cancer""]","[""alkaloids"", ""terpenoids"", ""flavonoids"", ""coumarines"", ""phenolics"", ""polyacetylenes"", ""xanthones"", ""quinones"", ""steroids"", ""lignans""]",[]
"[""malaria""]",[],"[""plant""]"
"[""cancer"", ""infectious diseases""]","[""phytochemicals""]","[""plant""]"
"[""leukemia"", ""chronic myeloid leukemia (CML)""]",[],"[""plants"", ""microorganisms""]"
"[""familial focal segmental glomerulosclerosis""]",[],"[""plant""]"
"[""malignant melanoma""]","[""alkylating compound"", ""fungal secondary metabolites""]",[]
"[""cancer""]","[""diterpenes""]",[]
"[""protein tyrosine phosphatases 1B (PTP1B)""]",[],"[""fungus""]"
[],"[""alkaloids""]","[""coral""]"
[],"[""phenolic"", ""flavonoid""]","[""plant"", ""invertebrates""]"
"[""diabetes""]","[""polyketide""]",[]
